ride_review,ride_rating,sentiment
unfair payouts drivers on october payout south florida went uber fare estimating feature enter exact route estimated uberx really you guys ripping,1.0,0
an uber driver ran mailbox ok stuff happens but drove away untangled bumper wreckage we contacted uber considered hit run driver arrested no response three days police baffled uber customer service only cryptic emails uber sued lack response dangerous people drive react,1.0,0
does matter agree price surge you forced agree means transportation need get home uber needs competition get never use they wo able surge high wo matter cheapest you earn customer loyalty charge fair prices even though competition under mile,1.0,0
i started driving uber saw ad phone claiming make drove total trips came nowhere near making the fact expenses made little cents per mile equaling guess less after around days received notice pay car inspection this decided stop driving uber so two complaints the first uber falsely advertising pay rate drivers how keep getting away second informed longer drive blocked rider childish petty words use describe uber business practices,1.0,0
been trying start weeks trying side know going get lot money their support joke like somebody mentioned uploaded paperwork it going contact after weeks standard replies finally sorted now go background check there way account profile waited send link i finally received approval ready go given towards first ride midnight day got home ready go find account suspended reason go email find second background check reason listed san francisco even though live paperwork il so weeks explaining talking actual person checkr company background check find solely uber mistake listed wrong city and person checkr said need review fix after numerous emails people absolutely idea promises look get response week later finally sort everything account activated yesterday only get email message long inactivity deactivate account take trip within days really encountered unorganized problematic company at point ridiculous and know worth at point going make sure write anywhere i,1.0,0
do not buy uber gift cards purchase gift card account wo accept promo code push issue uber text instructions back worthless gift card customer service the new gift card rollout late september apparently issues expect uber help my recourse pay cash begins gamestop purchased card uber one talk credit card company,1.0,0
uber worse company customer service you deal emails back forth give this practice illegal they required active customer service line people call problems resolved for one surcharge pricing nothing short price gouging my daughter pay fare also different trip daughter left bag car driver never got back us uber kept emailing contact driver it lyfts us uber great concept really blowing my last issue tacked cleaning one daughters uber charges after driver told friends additional charge even bother trying call complain know complain even reach customer service agent this become dangerous practice someone need step insist customer service agents available speak,1.0,0
i waiting taxi hotel approached uber driver telling give cash flat rate needed go declined idea idiot he got angry started yelling asking much idiot spend money taxi never spoken way taxi driver also registered sex offender street house drives uber you never know going get no thank continue use taxi service used years child molester driving children hell no,1.0,0
i strongly discourage everyone using uber it worked mere times tried using plenty enough steer clear life the occasions complete nightmare second time tried informed ride arrive work place minutes changed minutes finally minutes eventually waiting hour half finally gave sure waited longer never arrived yet must mention watching map iphone see driver close specifically saw another uber driver mile away kept going the third time tried using uber entered needed picked destination noticed map however driver going straight end destination texted clarify called irritated suspected place needed waiting picked he claimed entered address wrong entirely different city know everyone makes mistakes apps glitchy waiting hour half one day show plus app sending driver wrong place apparently fault another day worst customer service ever this thing needs shut,1.0,0
uber terrible customer service they tried automate support point human component removed anyways today actual issue took ride quoted charged received email uber saying updated fare the explanation driver problem timing it minute ride ca even reach anyone uber one get back this terrible terrible company use alternatives,1.0,0
i woman uber driver month half though uber provide way rating feedback driver rider uber listen rider almost ignore driver feedback like today picked drunk passenger yelling drove highway due driver app gps use different route app he yelling used bad language feel safe car stop trip threatened let uber give pay trip get free ride within hours got pay trip rating dropped points email uber bad experience got reply far suspect uber listen feedback driver side uber care rider much money make they provide protection woman driver,1.0,0
uber charges twice every time request charges immediately end trip deducts money account days later lost much money happy,1.0,0
this way charge anything get notifications extra surge charges applications well want money back otherwise go consumer forum fix issues people charging unnecessary charges customers without prior information though personally talk driver standing lig square kilometer away pickup mentioned get money back sure going escalate issue consumer forum also request high court regarding stop immediately service provider taking charges innocent people unknown reason if your company does have high traffic and tough for you to deliver the service then first should aware about it never going follow sarcastic company get money back also people charged amount highlight issue,1.0,0
former uber partner drivers review worst experience driven uber never ever suggest anybody drive uber they depends rating system if rating goes fired behind bills they care uber made system favour customers drivers providing safe ride frustrating situation moreover uber making money drivers if calculate earnings made minimum wage so advice every newcomer finance car join uber better something else do go uber my zero star uber,1.0,0
i driving uber couple weeks spare time so far experiences riders great uber claims customer rating low picked fares offered not true accepted every single fare popped phone and driver way look actual customer ratings so seems suspended pay take hour online course here city wind making hour pay gas car washes daily in first days put miles car pay mileage driving pick fare person car gps nightmare guiding wonky places church across street school pick location alley behind home truck stop parking lot behind quick trip another occasion rider front plus difficult find break day visit ladies room eat it sooooo worth really worth,1.0,0
my friends females leaving oracle arena oakland california concert go back hotel we waited hour watched pass us several times actually stopped we got freeway rode mins said cancelled ride we cancelled he pulled freeway dark bridge surrounded abandoned buildings said get insured it am we begged pleaded take us place populated lights offered pay police car passed rolled window wave help he rolled windows put child locks get our phones going dead he said gon na we managed call uber request another ride he started driving around uber driver find us yelled landmarks street signs only saw driver unlock doors this scariest thing ever experienced this second ride uber the first earlier day going concert,1.0,0
after giving rides uber deactivated fired low ratings told take course pay forget uber thinks riders sober sane kind people well not put much nonsense ride write book uber never talks driver if driver problem outta luck time uber hides behind computer never communicates directly driver they take whatever riders says face value questions asked think class action lawsuit firing without cause how company hire fire hundreds employees week pay averages dollars hour you pay gas maintenance vehicle car washes cheap riders want because safe ride point point paying,1.0,0
when arrived spokane wa highly recommended utilize uber when scheduled appointment via app price quoted anywhere when use app know charged mins leave car got shock life travel mins way way cab told charged surcharge supposed informed so upset uber vowed never use ever tell friends etc upsetting experience to add tell driver cut meter get bags trunk absolutely unacceptable,1.0,0
i used uber first time saturday morning after friend booked taxi via phone never heard company use many taxis aware time booking payment taken the taxi driver asked much quoted online leaving didsbury manchester prestwich the taxi meter set stated journey approx miles felt confused time driver appeared questioning going pay informed money therefore stop atm he took longest way home charged nearly journey the driver never informed payment already confirmed accepted online time booking it spoken friend within hours already paid journey online therefore journey cost huge feel completely violated apoplectic towards company overcharged the driver taken advantage vulnerability traveling alone early hours still waiting hear company overpayment,1.0,0
uber customer accounts hacked reporting customers this show start getting unexpected charges credit card listed account you may get receipt email trip even uber eats another state traveled on uber eats actually order food delivered total bill charged credit card we since uber efficient way contact customer support may get creative get attention sending messages help system if uber user consider changing password immediately possibly closing account altogether of course ca simply easily again find way send message,1.0,0
today took uberx live port boston after ride back noticed ride back cost nearly charged way another driver indicated group asked revision uber ignored request after another continued ignoring request indicated solved problem trying lyft shame uber,1.0,0
i left cell phone uber unable contact driver uber customer terrible kept telling call driver eventually changed phone number associated uber account log call driver phone number option call the app told input number explained customer service responded sorry lost something best thing call driver really same answer receipts emailed set business account received none missing receipts need turn boss again customer service told go app emailed followed instruction behold no option they email email middle night the last email apparent verbiage customer service different country they no idea going ca help you moved onto lyft bye bye uber you stink,1.0,0
i shaking write post pull gather thoughts as driving west century outside airport uber driver black prius something similar turned right century directly front another car we slammed breaks swerved left avoid accident as approached right side rolled window gave middle finger yelling top lungs saying you go back country sorry born raised la white skin blue eyes my son blonde curly hair do stand foreigners even bad thing the driver stop aggression he kept swerving lane people behind us honking he followed almost destination following extremely close turned onto lincoln heading north sepulveda he close enough get picture uber car sorry dirty window lol what idiot while light started taking shirt saying come woman going he extremely aggressive uber driver sure picks wide variety danger community see man know incredibly racist trusted safety positive experiences uber trying contact report issues almost impossible it bad people like employed uber it always money sometimes careful employ our safety come first,1.0,0
i heard great things uber friend recommended using seen reason give try the trip cab approximately quoted uber asked one it mile trip one way while waiting message came asking wanted use surge idea meant there one ask flashed quickly said yes the uber showed right away time deal situation ask driver much ride quoted imagine disgust ride done charged believe choice pay contacted uber times refused take surge charge they offered discount next ride like ever use uber filed complaint bbb go bank refute charge slapped what ripoff you call uber email there phone number,1.0,0
on dropped rental truck arizona open well lit location requested uber ride within minutes drove past cancelled ride requested another car drove past finally walk convenience store phone died call real taxi promptly showed took home complained uber driver emails driver complaint actually get read so deleted app use losers they give worthless credit mean credit car service leaves hanging value why mad handicapped walk cane should called real cab begin,1.0,0
i free ride uber wanted avail first time the stupid driver cancelled ride already it checked destination began cancel it irritating rush the thing consumed free charged ride take saw worth free ride gone uber account and liar put consumption cancelled trip he indicated used what liar,1.0,0
was trying sign driver started filling forms website at one point gave address phone email next page broke ask background check consent form objection give consent where form when clicked take photo consent message said something like uber sent copy form never chat guy popped offered help he lured giving info then then jade sep said ah city called another city one live partner uber huge drawback uber idea communicate users such validation city valid become driver suppose come before taking person info after bad website functionality bad customer support young service company deal too disappointed fake,1.0,0
when retired applied uber delivery person starting area driver many emails later many different people said choose partner due report copy says issues suffice say good citizen many many years marks license crazy behaviors get trouble raised two nice kids grandparent could age no matter driving lyft zero issues signing driving uber ultimately fail ca wait see,1.0,0
driver app driving around circles minutes calling text name place pick know look no answer text multiple phone calls when try contact uber point the website contact info company will never use uber this unacceptable,1.0,0
i never recommend anyone bad experience uber leasing suggest anyone go thought good idea lease applied got approved gave thought couple days take meanwhile getting email text messages uber you week left after get need reapply after days expired went asked said we give nice giving car they took nonrefundable deposit days gave driving day next day raining heading home morning lady made sudden crashed car car she fault contacted uber email they reply first then contacted dealer took car she says now car you leased responsible payments asked getting car she said if something happens take care told thing said you responsible weekly payments later received email uber saying responsible payments and closed uber driver account till car get fixed uber source income job lady hit worst insurance company playing go insurance company paying dollars deductible money now anyway fix car leave lease car they need gave borrowed money friends family when car got fixed took almost weeks insurance company uber lost uber weekly income plus dollar deductibles plus uber lease weeks wage loss altogether loss almost dollars weeks uber and anyone want deal uber lease read go ready uber care they need make money now repaying pay debts every week pay cheque,1.0,0
i received impeccable service transfer jfk airport hotel avenue manhattan subsequently punctual professional drivers vehicles exceptional treatment,5.0,1
i using uber needed get work drivers canceled you reach customer service officer try luck lyft,1.0,0
i driver uber account put hold today said got complaint safety passenger said influence first rarely ever drink drink drive take job uber seriously rides weekend riders drunk car still smell like get let uber know completely offended accusatory email sent it right uber automatically believes rider treat drivers like crap this completely false lie right ca drive never accident also never interaction police influence mad right like uber treated is anything else i,2.0,0
uber shut immediately taking advantage illegal drivers and one call usa government let operating illegally understand using drivers like slave working driving almost free tag license commercial insurance know government got cut money what funny see cheap customers paying still complaining uber go to hell,1.0,0
first day using uber great experience retired marine drives us miles clean car good experience need get back hotel estimated cost ok choice next day receive credit card charge driver claims pictures soiled car submitted back claim my wife left mess car trying dispute using may prove difficult this lying calculating driver guess taken picture got car beware,1.0,0
i signed uber become partner two weeks ago after documentation approved went course state partner rating get counted trips start fluctuates after completed trips star ratings account deactivated complete another bs course pay people always leave review,1.0,0
i uber driver since last year worst experience ever they put hourly incentive friday pm mn per hour per hour they link click opt nothing need hourly guarantee so tried made sure covered time night guess they pay difference paid supposed minimum plus made pm they keep saying know hourly guarantee bunch told fix never paid watch drivers sleep get guarantee finding wo pay whoever uber quit join lyft hopefully better if get together boycott uber we working hard car gas mileage for trip you spend earning,1.0,0
i driving uber part time pick people way home work to full time silly calculate correctly worth usually lucky transport respectful people still happens crooks get young girl everything matched name destination even confirmed works place day later see made zero trip of course uber inform problem maybe hoping overlook turned girl pretended never took ride as people state uber protect side passenger driver is philosophy uber ceo someone read understand would nice gov step corporations monitor better consumer protection otherwise corporations whatever want,2.0,0
i took uber ride today accidentally left phone inside car thank god taxi driver honest enough there still lot honest drivers thank mr god bless,5.0,1
monday evening myself my husband sister brother contacted uber via mobile app upon quoted ride possible surge increase however app detail describe calculate total so agreed ignorance assuming extra bucks later informed uber uber drivers high demand however something know say surge even travel city often matter large events upon traveling clark western suburb lombard il not uber driver victor take longer route suggested charged us whopping ride that increase normal rate say even feasible even logical calculate amount enough tweets facebook messages uber communications instagram posts noting scammed money from driver responding instagram photo claimed normal practice well aware scam allow continue family two early education two college we family extreme wealth no one ever scammed money reason know one others know problem uber allows continue,1.0,0
i tried log uber one email address always use password low level security websites like got error message that two weeks ago tried contact uber multiple occasions first go google find phone number then hours trying get someone line finally got human he answered everything questions minutes finally confessed help reset password said write email support weeks later three dozen emails still reset password of course moving combination lyft new taxi online services uber needs another decade perfect website still century uber wastes customers time save money staff you thinking value customers since made billions already but asking much kinds firms,1.0,0
as driver assaulted couple guys uber failed help driver totally took farer word extremely drunk kicked dent car after trying numerous times send pictures uber app kept shutting also time results thing they take care drivers,1.0,0
i attempted sign driver month ago the laws state insurance card gets rejected asked supply additional documentation multiple occasions chatted agents supposedly rectified problem yet month still approved still issue insurance on last chat hold minutes agent corrected problem before came back disconnected this company ability serve geographical markets they equipped deal issues customer service agents obviously idea wasted much time,1.0,0
be careful uber charging surges without approval when complain evidence agreed surge still charge higher fare think combat rise juno surge pricing check receipts,1.0,0
from august total fares totaling including foreign transaction fees debited mastercard via uber account rides montreal canada live perth western australia never canada the length uber account password precludes possibility account compromise it appears something amiss uber debiting accounts unacceptable intrusion account uber refunded fraud transactions bank foreign transaction fees,1.0,0
i sick uber drivers rude disgusting attitude we pay nerve attitude some terrible driving skills say least asked couple drivers go run inside location come right go back home address basically round trip one told yes came literally one minute seconds ass gone like that super inconvenient especially booking another uber get home middle rush hour on top even get uber even pull that terrible,1.0,0
i working uber driver several months never problem about weeks ago shift picked really intoxicated females one proceeded sit front passenger seat while route drop destination front passenger refused put seat belt obnoxious she finally fastened seat belt said felt like throwing in process tries yank glove compartment open kept messing point broke breaking glove compartment vomited inside outside made necessary procedures contacted uber reimbursement damages done vehicle uber contact several days incident requested sent pictures damages uber stated filing false claim lost days work stench car left rider vomit get car shampooed detailed pay pocket uber kept giving runaround getting cleaning fee reimbursed never addressed broken glove compartment stated wear tear vehicle mind vehicle brand new definitely wear several attempts get vehicle fixed reimbursement sent final email stating choice transport people personal vehicle file claim insurance they also stated request abusive support platform warned continued request reimbursement damages permanently deactivate account now come pocket fix damages feel unprofessional unfair get treated manner get treated fairly damages taken care uber,1.0,0
the surge pricing ridiculous my coworker went concert last night the venue designated uber dropoff pick spot went concert call ride come find driver minute walk muddy hill nowhere near pickup site we forgiving happy ride got receipt due surge pricing we course shocked since ride venue cost needless say using uber ever work hard robbed trying enjoy one night fun,1.0,0
last saturday august husband get nrg stadium walk chachos ask uber said husband find taxi wait inside restaurant ask one fine mean fourth trip uber happy times went airport charge us third trip nrg stadium us so thought similar publicity always said charge per mile new application charge usd minutes trip this crazy calling customer service explain works answer call bank open investigation check legal this ca right careful uber trust get car unless sure much charge sorry english,1.0,0
my teenage granddaughter profile account uber added select default option profile this option profile never heard notified added granddaughter profile they sent small old honda charged account times rate called select vehicle clue looked web suppose new luxury vehicle no authorization selected teenage granddaughter sent small older uberx vehicle charged times amount one trip go miles this trip usually costs going almost weeks uber really pulling fast one adding select default selection sending old uberx vehicle get no resolution trips able find far cost they also stopped activity listings account ca see activity found uber receipt emailed debit account something needs done outrageous act uber,1.0,0
today overcharged trip they posted drop different credit card started fernwood ct bethesda dropped house was supposed charged than us they charged,1.0,0
my husband called morning get uber account work needed ride home he outside nrg stadium leaving guns roses concert houston texas tired sick groggy stayed home saw said surge charge honestly thought saying percentage example percent trip say extra bucks worst case scenario husband ride probably cost around upset shocked blown away uber charge trip base fare run around morning how presented misleading robbery get head legal all think husband inadvertently pushed request uber without thinking might drinking instead cried morning saw misled still clear saying believe cost plane ticket our hard earned money gone seemingly sneaky fraudulent move expect taxi cab driver swindled previously money saving uber now uber steals hardworking people hope spread word unethical move uber shame uber,1.0,0
was aware surge pricing otherwise known price gouging it seems request ride busy charge lot charged mile ride minutes driver said uber share inflated price,1.0,0
tried use get airport francisco first driver showed told us permit get airport get another price went less mins charged odd since first time user fault thought give another chance national airport dc driver barely speak english tell much ride said uber set price know much will never ever bother with uber hope last much longer they terrible way contact anyone charged two cancellation fees like refund good luck completely disgraceful treatment customers,1.0,0
been using uber daily past months at first prob then nightmare began out nowhere suddenly charged booking fee every ride request uber explains fee necessity reduce operating costs why problem when business operating costs if want costs business sucking customers low tactic uber surge times increases ride price uber claims demand rides surge times greater amount drivers available not problem explanation even make sense personally see yet another devious way uber suck customers uber also claims drivers get paid little make money surge prices if uber compensated drivers properly instead keeping money problem this nothing greed uber days ago ordered ride driver cancelled yet got charged requested new ride somehow got driver again cancelled got charged that day uber charged yet another later day driver name ride never requested it taken whole days uber refund the last charged supposedly refunded ride credits today requested uber ride paid full price there ride credits account uber may great idea company greedy care customers drivers it cares bottom line that company sucks,1.0,0
was quoted max ride price when receipt sent read emailed uber help desk back forth company never admitting jacked rate fact claimed approved not no mention surge pricing fact will never use switching lyft,1.0,0
i forgot something house asked driver hang minute jumped took less minutes came back car purse open notice till plane driver stole purse troy name phone number he something man tennessee dc driving uber,1.0,0
was charged minute ride we walk around find driver what scam will beware surge charge the first request second request,1.0,0
my wife took uber years old son malden ma east boston ma clinic when get son throw little bit he drinks milk he eat food even doctor knows eat food wife grab baby wipes clean driver rushing told do worry he never told wife end paying wife came home check find charged we contacted uber driver lied maybe told much damage it baby puke baby drinks milk big think they told us charged fare baby puke this company hire crooks the driver morocco told wife do worry never told charge even charge much money taking uber driver court scam want happen people they hear sides crook driver we never ride crook company hired thieves drivers,1.0,0
i nothing trouble dealing uber customer service the way contact email since no phone number also get reply different person time reply email the uber app became usable recent android update caused miss meeting uber told reload app use desktop uber app download app site instead google play finally said fixed gave way test unloaded uber app loaded lyft even paid first five rides uber gave nothing grief,1.0,0
i use cards world relied taxis my friends telling try uber the driver great however payment accepted the customer service email annoying ivr system you get response tell either automated names changed copy paste there customer service it like speaking robot normally work company customer service phone number display website tried uber recommendations after couple back forth emails finally asked send photocopies documents annoyed probably wo use uber take taxi,1.0,0
customer service guys nice word trying chat friendly team solution they play game,1.0,0
i booked uber car wait driver come least mins also call feel time check long then driver find asked drive car bus station he know he said want pick cancelled booking after received one email said deduct dollars bank card angry never cancel booking charged this problem wrote email uber customer really help solve problem make disjointed waste time make bookings uber share experience friends what terrible company,1.0,0
i uber driver five months became slighted referral program basically share link people want refer after ride driver receives referral pay the first person referred uber claimed person use referral code the person told signed link this found uber that first incident chucked loose next referred godchild received notice completed rides getting payment this february checked account even called bank verify funds the funds account it july sending correspondence back forth situation yet resolved three emails claiming put trace money someone contact days the days pass send email receive reply saying issue resolved do trust people they proved liars disconnected account uber longer interested company,1.0,0
i quoted entered car driver added seat raised fare he passenger shared ride he denied times uber simply responded given quote entering still resolve issue the driver scamming passengers they track often,1.0,0
a friend took uber murfreesboro tennessee nashville concert when concert got app ride back it times normal rate there people everywhere trying get better rate we situation lot college kids thank god taxi came offered us lot better rate surge pricing law uber heavily fined shut do ever take uber ready surge pricing never take uber,1.0,0
most customers complaining drivers unprofessional passed nearby customer driver received request the real thing drivers responsible software issues uber responsible uber need adjust software server pick riders minutes arriving near customer programmers following uber rule aggressive taking fast customers solve real problems pick customers right order one mistake anything like dual carriageway server think need turn around you stop calling drivers unprofessional job programming app like wanted start think blame drivers uber uber drivers professional even go formula tournament really amazing driving skills next time try think outside box see real problem for example sitting big roundabout explaining driver reach received request middle roundabout red lights lanes he cancel trip blame fault he fault systems errors,3.0,1
uber charged account ride even take it central time home asleep fair warning uber users write every time request ride match checking account credit card,1.0,0
i upset son allowed ride uber without consent without accompanied adult this occurred last night saturday july why drivers check id he looks every bit see problem someone child meeting predator end dead somewhere run away home etc nashville got better concerned making money be concerned child safety,1.0,0
when signed uber remember specifically asking rep damage accidents his reply quote do worry bro if app uber rider vehicle got covered we insurance company handles forget guy name he one dozens people working busy little uber sign inspection office well guess car was damaged uber riders car they uber riders contracted uber transport customers know refuse call hundreds thousands drivers employees ca deny riders live las vegas nv and every unfortunately get inches rain short period time causes city flood so happen driving one times uber riders going one worst pick drop areas strip under linq hotel casino tour bus pick drop area many hotels raging river sorts coming direction need go drop riders ask hotel security guard directing traffic hey drop uber riders he smiles points past raging river water says you know area well deep see cars driving half way another security guard motioning roll window hey piece bumper hanging car man confused shout back what he yells piece bumper hanging car still confused proceed area dozen feet away the riders get pull water sure large piece bumper ground effects custom ground effects package car the bottom portion covers exhaust tips torn hanging small sliver plastic pick piece easily comes throw trunk it late go home try figure get damage reported taken care ask security person report he says police wo come one hurt hotel property and if want statement go hotel security office ok helpful go home type away uber app field says accident go questions take pictures hit submit easy enough my car still drivable safe the damage cosmetic so go turn app evening drive uber ca log says your account activated what got almost rides what mean come find uber deactivated app they never told apology next day dollar credit account potential loss money encountered later find suspended account fact send particular document related accident oh called riders way because riders still phone number since last ride know manner questions asked riders verify car damage occurred legit assuming insurer uber james river insurance acknowledged claim legit working estimate amount damage car included estimated damage around dollars lol joke that even close it thousand two thousand dollar range piece ca glued back it replaced part entire back piece cost around dollars piece freight labor getting put but knew going win argument going take estimate so following day schmo name trevor calls leaves message call back claim number reference phone call informs even though claim valid damage legit going give dime repairs dollar deductible particular heard boys girls one thousand dollar deductible you the driver responsible damage occurs your vehicle uber passenger car damaged accident so trevor informs since estimate damage dollar deductible nothing time uber worth billions capital wo pay dollars worth estimated damage car just know drivers contractors uber full crap care you driver car anything ridiculous amount money make preying unsuspecting uninformed drivers like wrote afterward told insurance company said made make estimated damage got repaired stayed driver uber but guess give crap included letter say much and seems half time deal customer service uber get foreigner outsourced india half get american replies one letter jon next jabarri so screwed gotten damage according legit meaning met qualifications legit claim still weaseled way claiming dollar notice way bills bottom says get certificate insurance press button certificate liability insurance try enlarge because tiny ca enlarge phone do computer home read that liability now call ask financial responsibilities get accident receive damage car transporting rider tell recording conversation records also see say uber money hungry shady company backroom deals paying little operate transportation company really they need regulated call write local congressman senator plan picture downloaded estimate paper sent says deductible states unknown they also submit picture declarations page insurance policy why if insurance provider legit claim need dec sheet sorry pictures wo downloaded turn computer back but documents letter insurance gave est pictures damage car well ignited one man crusade if give stars i never driving asking lyft insurance questions couple hours week job wo hurt badly they rely fact stay business the fact people quit jobs uber gives choice keep driving situation uber honest company learned hard way telling story local politicians fighting uber nevada politically if fuel cause sorry people rely horrible company living they one way another,1.0,0
worst service uber uber disable account without information drop mail resolved issue min time reply do understand issue handing approach the worst management uber,1.0,0
in may first experience using uber wrote company called even complained better business bureau they responded took uber laguardia airport brooklyn less miles charged plus bogus cancellation fee,1.0,0
absolutely unethical unfair drivers drove uber almost two years ready delete app switch lyft clear evidence screenshots multiple occasions picked riders surge zone paid regular fare their regular fare low almost trips uber fee deduction such joke no one let sit car something let alone driving miles pick person drive another miles spend minutes time get paid less not mention kind people end dealing drug possessing people carrying stupid mcdonald burgers car drive car miles windows open get rid smell driving uber like selling car bits prices you making money instead time pick rider giving away piece car depreciating value done math make uber drive least miles deduct car depreciation gas taxes left pretty much nothing another capitalist jumping market rob people,1.0,0
i called uber ride airport ny waited two hours missed plane cost new flight first hour received text driver arrived recalled uber received text second driver waited another show sent text company finally second driver called he pick road work blocked route tried explain different route stay walk street his english poor understand either received text second driver canceled to top uber charged credit card renting car calf never calf,1.0,0
uber lies incentives for example say hour lake tahoe driving the terms complete one ride per hour least however give one ride per hour the thing want driver city you get give one ride per hour they want driver available customers request,1.0,0
i took uber downtown manhattan port authority costs are kidding right first driver obviously know avenue take even told hour get midtown pure bs and sooo expensive because base fare miles minutes wasted damn car grand total never and advise everyone stay away uber want get ripped,1.0,0
up days ago uber partner year must say practices questionable point drivers how company claim background checks countless occasions drivers bunch menacing idiots providing questionable rides even questionably safe cars focused phone conversation road seriously now checks fact done battle allowing drivers fingerprinted it honest question quite frankly legit one you claim drivers safe unwilling back something simple fingerprinting let the buyer beware point gratuity you tell public gratuity included necessary okay fine rider wishes give little extra driver going extra mile pun intended insist driver not accept first people big clue their words tipping is included how something rider may may even want let alone price set someone quite sure sort legality justify without allowing rider option opting said included tip kind restaurants way usually parties and thirdly itemized receipts listing said gratuity it listed everything else long trip surge pricing applicable it yet uber lied riders simultaneously screwed rideshare partners it never was included in fact recently uber settled million lawsuit subject still refuses add spot app gratuity option riders point incentives this short no real motivation driver anywhere give very best for giving best easy wanted regardless circumstances however others reason and hear story story riders last experience horrible makes look bad finally point employee or independent contractor uber partners get use car pay fuel clean cars pay repairs clearly indicates independent contractor start not accepting rides get bombarded cute emails warning deactivation clearly indicating employee how dictate take still call us independent contractors the answer ca which taken natural gifts decent human giving my all lyft lyft way better company work they offer incentives drivers riders alike they thorough background check drivers evidence one simply every uber partner become lyft partner even though independent background checks interesting huh not everyone knows even rider driver support actually personable not mention last time heard any negative situation news lyft driver yet hear one all lyft maybe smaller growing growing smart way considering quality quantity sure lyft times maybe slightly consider quality getting to readers post please consider switch lyft already do let minimal price difference deciding factor choosing mode transportation expect get loved ones around thank reading safe dedicated lyft partner,1.0,0
i uber driver months uber drivers beware if rider going get sick car get vehicle quickly possible uber protect damages vehicle getting get reimbursement damage vehicle like pulling teeth one riders got sick vehicle first tried download pictures app my rider damaged vehicle the app allow download go uber center location uber phone representatives support damage occurs once representative one sites submitted documented receipts damages repair vehicle reimbursed pay get repaired can tell disappointing send many back forth messages uber pictures receipt proof stiffed uber please know uber care less vehicle they want get fare money anything else hassle my suggestion next time rider feels sick pull kick car let know uber support drivers,1.0,0
in opinion uber live ethical standards claim respect customers avoid uber best ability going forward moved using lyft much better experience left nice expensive speakers back seat uber sent email uber later day said contact called driver next day said drop speakers parking lot thought meant parking lot front house picked originally meant parking lot next chase bank how supposed assume parking lot waited parking lot never showed things figured wait called back next morning we agreed meet parking lot next chase call went parking lot called several times he finally picked told busy called back said parking lot told min showed called several times next minutes never reported incident uber corporate uber corporate says told speakers uber told help police inquiries told uber corporate let know file police report speakers hours called driver next morning changed story told trying tell find speakers even though said drop asked tell said something like want speakers therefore filed police report night police called uber couple times hung police twice this happened months ago uber offered anything attempt make things right contacted several times,1.0,0
someone stole car father day june so aunt suggested use uber medical school one year go my school miles away house on tuesday morning june requested uber trip cost to get back home ok cool but thursday morning expect told everybody listen medical school many people story advice got get little earlier get cab fare dollars three days coming going uber dollars one schoolmates felt offered ride home thursday,1.0,0
three time one week fight called guarantees first guarantee referring passengers sent approximately emails back forth upheld simply guarantee also twice special weekend guarantee wanted many drivers road promised specific amount money back go back forth if upheld policies give stars the people meet drivers riders awesome unfortunately company lies constantly what shame,1.0,0
on little one drivers uber came driveway tried turn grass instead backing like came destroyed landscaping took water fountain mowed kids large swing set we reached uber told son car time accident adjuster coming assess damages we never heard they accountable driver hired drive man driving anyone around also killed son something needs done,1.0,0
i free rides rewarded referring friends yesterday referred one friend received first free ride took ride received mail stating earned free ride booked cab uber reached destination charged whole amount opened app paying driver saw free rides available whereas day yesterday saw free rides expired also immediately mailed customer help replied misused account get free ride this ridiculous in free ride option main menu written want free rides refer friend rewarded free ride saying misused service system detect situation rides cancelled it clear something wrong system due suffer the customer service poor reply mails hope get back free rides deserve,1.0,0
